Dates,KWCDC CMPN Curncy,KWSWNIF BGN Curncy,KWSWNII BGN Curncy,KWSWNI1 BGN Curncy,KWSWNI2 BGN Curncy,KWSWNI3 BGN Curncy,KWSWNI4 BGN Curncy,KWSWNI5 BGN Curncy,KWSWNI6 BGN Curncy,KWSWNI7 BGN Curncy,KWSWNI8 BGN Curncy,KWSWNI9 BGN Curncy,KWSWNI10 BGN Curncy,KWSWNI12 BGN Curncy,KWSWNI15 BGN Curncy,KWSWNI20 BGN Curncy,KWSWO30 BGN Curncy
12/16/2024,2.7848,2.7043,2.6121,2.5743,2.5176,2.5063,2.5142,2.525,2.5401,2.5545,2.5667,2.5801,2.5915,2.6074,2.5833,2.4093,2.2368
12/13/2024,2.8114,2.7103,2.6114,2.5649,2.4942,2.4798,2.4909,2.498,2.5104,2.5235,2.5362,2.5461,2.5572,2.5742,2.5534,2.3794,2.2069
12/12/2024,2.8586,2.7446,2.6392,2.5866,2.5082,2.5007,2.5179,2.5279,2.5413,2.5594,2.5752,2.5841,2.596,2.6114,2.585,2.4155,2.2477
12/11/2024,2.8439,2.7327,2.6347,2.5796,2.4992,2.4887,2.503,2.5144,2.5286,2.543,2.559,2.5681,2.5801,2.5955,2.5694,2.3999,2.2323
12/10/2024,2.8289,2.714,2.612,2.5598,2.4831,2.4701,2.4765,2.4815,2.4935,2.5032,2.5152,2.528,2.5374,2.5528,2.5218,2.3549,2.1898
12/9/2024,2.8238,2.7052,2.6121,2.5597,2.4827,2.467,2.4659,2.4631,2.472,2.4834,2.5013,2.507,2.5098,2.5261,2.4993,2.3326,2.1672
12/6/2024,2.8665,2.7531,2.6618,2.6203,2.5535,2.5307,2.5335,2.5362,2.5461,2.5581,2.5682,2.5757,2.5838,2.5991,2.5729,2.4109,2.2505
12/5/2024,2.8699,2.7519,2.6557,2.6089,2.5333,2.5109,2.5138,2.5189,2.53,2.5409,2.5526,2.5597,2.5687,2.5848,2.5589,2.4091,2.2607
12/4/2024,2.8783,2.7612,2.6653,2.6272,2.5657,2.5446,2.548,2.5503,2.5617,2.5739,2.584,2.5921,2.6024,2.6199,2.5939,2.4709,2.3494
12/3/2024,2.8883,2.7687,2.6679,2.6172,2.5397,2.5181,2.5176,2.5179,2.5272,2.5359,2.5423,2.5514,2.5638,2.5818,2.5555,2.4327,2.3113
12/2/2024,2.8715,2.7568,2.6615,2.6045,2.5227,2.5087,2.5067,2.5064,2.5147,2.5254,2.5319,2.541,2.5538,2.5738,2.5459,2.433,2.3215
11/29/2024,2.8805,2.7856,2.7083,2.6658,2.6049,2.5951,2.5949,2.5941,2.6008,2.6129,2.6209,2.6332,2.6424,2.6575,2.6266,2.5111,2.397
11/28/2024,2.855,2.7898,2.7284,2.6917,2.6388,2.6277,2.625,2.6257,2.6354,2.6439,2.656,2.6646,2.6735,2.6871,2.6453,2.537,2.4301
11/27/2024,2.9885,2.9207,2.8487,2.8094,2.7486,2.7292,2.7299,2.7305,2.7399,2.7453,2.7535,2.7617,2.7712,2.7814,2.738,2.6177,2.499
11/26/2024,3.0167,2.9408,2.86,2.8264,2.7723,2.7519,2.753,2.7516,2.7615,2.7687,2.7768,2.7849,2.7945,2.8055,2.7586,2.638,2.5193
11/25/2024,3.0218,2.9408,2.854,2.8228,2.7717,2.7511,2.7523,2.7542,2.7648,2.7746,2.7853,2.7952,2.8048,2.816,2.7711,2.6481,2.5268
11/22/2024,3.1205,3.005,2.9083,2.8721,2.8149,2.796,2.8015,2.8068,2.8178,2.8298,2.8421,2.8512,2.8589,2.8704,2.822,2.7013,2.5824
11/21/2024,3.1383,3.0269,2.9357,2.8934,2.8281,2.8085,2.8123,2.8133,2.8217,2.8313,2.8417,2.8515,2.8611,2.872,2.8267,2.7035,2.5821
11/20/2024,3.185,3.0807,2.9874,2.9398,2.8692,2.8471,2.8475,2.8508,2.8581,2.8648,2.8731,2.8828,2.8922,2.9027,2.8547,2.7239,2.595
11/19/2024,3.185,3.0996,3.0176,2.9686,2.8939,2.8714,2.8726,2.8742,2.8809,2.8881,2.8964,2.906,2.9153,2.9258,2.8775,2.7442,2.6128
11/18/2024,3.185,3.1147,3.0511,3.0015,2.9264,2.903,2.9019,2.9034,2.9103,2.9167,2.9249,2.9343,2.9435,2.9542,2.9072,2.7614,2.6179
11/15/2024,3.2118,3.1412,3.0779,3.0285,2.9534,2.9289,2.9297,2.9324,2.9398,2.9471,2.9533,2.9634,2.9744,2.9849,2.9375,2.7917,2.6482
11/14/2024,3.1948,3.1325,3.0624,3.0125,2.9374,2.9126,2.9135,2.9167,2.9256,2.9353,2.946,2.9573,2.9664,2.9755,2.9242,2.7734,2.6252
11/13/2024,3.2156,3.1374,3.0779,3.0249,2.9487,2.9229,2.9198,2.9193,2.9261,2.9331,2.943,2.9524,2.9623,2.9773,2.9319,2.7763,2.6229
11/12/2024,3.185,3.1072,3.0444,2.9876,2.9027,2.878,2.874,2.8719,2.8798,2.8881,2.8964,2.9059,2.9164,2.934,2.8884,2.7305,2.5748
11/11/2024,3.1852,3.1047,3.0431,2.9881,2.907,2.885,2.8824,2.8837,2.8926,2.8997,2.9098,2.9185,2.927,2.9442,2.896,2.7357,2.5776
11/8/2024,3.1714,3.0896,3.0277,2.9724,2.8906,2.8697,2.8719,2.8766,2.8881,2.8972,2.9071,2.9167,2.9266,2.9422,2.8981,2.7354,2.575
11/7/2024,3.174,3.1062,3.0525,3.0037,2.9351,2.9254,2.9346,2.9438,2.9529,2.9625,2.9741,2.9841,2.9953,3.0089,2.9768,2.8086,2.643
11/6/2024,3.2054,3.1298,3.0712,3.0362,2.9864,2.978,2.9869,2.9952,3.0067,3.0144,3.0257,3.0356,3.0461,3.0572,3.0352,2.8593,2.6862
11/5/2024,3.1814,3.0958,3.0343,2.9894,2.9259,2.9165,2.9229,2.9309,2.9399,2.9467,2.958,2.9667,2.9772,2.9912,2.9627,2.8068,2.6532
11/4/2024,3.1879,3.0972,3.0344,2.9976,2.9462,2.9388,2.9442,2.9514,2.9593,2.9705,2.9814,2.9894,3.0004,3.0134,2.9875,2.8192,2.6533
11/1/2024,3.1792,3.0858,3.023,2.99,2.9436,2.9359,2.9396,2.9462,2.9534,2.962,2.9715,2.981,2.9927,3.0055,2.9777,2.8194,2.6636
10/31/2024,3.1607,3.0679,3.012,2.9806,2.9363,2.9291,2.9328,2.9385,2.9477,2.9564,2.9661,2.9759,2.9874,3.0003,2.9752,2.8218,2.6708
10/30/2024,3.175,3.0745,3.0116,2.9812,2.9376,2.9314,2.938,2.9443,2.9541,2.9653,2.9767,2.9865,2.998,3.012,2.9886,2.8375,2.6888
10/29/2024,3.1844,3.0745,3.0193,2.9878,2.9425,2.9343,2.9383,2.9445,2.9533,2.9659,2.9774,2.9874,2.9987,3.0138,2.9893,2.843,2.699
10/28/2024,3.1692,3.0603,3.0073,2.9769,2.9323,2.9236,2.9296,2.9369,2.9467,2.9579,2.9702,2.982,2.9932,3.0074,2.9874,2.8535,2.7215
10/25/2024,3.1279,3.0205,2.9646,2.928,2.8753,2.866,2.8704,2.877,2.888,2.8984,2.9102,2.9204,2.9314,2.9451,2.9264,2.7978,2.6708
10/24/2024,3.1188,3.0191,2.9685,2.9304,2.8752,2.8655,2.8748,2.8856,2.8976,2.9089,2.9212,2.9327,2.9445,2.9584,2.9417,2.8105,2.6812
10/23/2024,3.187,3.0785,3.0245,2.9848,2.9276,2.9172,2.9294,2.938,2.9485,2.9613,2.9735,2.9859,2.9987,3.0123,2.9956,2.8641,2.7344
10/22/2024,3.1921,3.0861,3.0218,2.983,2.9253,2.9139,2.9253,2.9364,2.9493,2.9613,2.9745,2.9892,3.0012,3.0152,3.001,2.8719,2.7446
10/21/2024,3.1872,3.0647,2.991,2.9457,2.8779,2.8611,2.8669,2.873,2.8837,2.8942,2.9067,2.9185,2.9297,2.9447,2.9302,2.8063,2.6841
10/18/2024,3.2074,3.0837,3.0045,2.9595,2.893,2.879,2.889,2.8965,2.9066,2.9175,2.9292,2.9399,2.9524,2.9651,2.9498,2.8185,2.6891
10/17/2024,3.2005,3.0765,2.9989,2.9455,2.867,2.8492,2.8546,2.8585,2.8666,2.8755,2.8875,2.8976,2.9088,2.9227,2.9069,2.7857,2.6661
10/16/2024,3.1819,3.0596,2.9843,2.9254,2.8422,2.8244,2.8281,2.8322,2.8412,2.8501,2.8564,2.8681,2.8827,2.8956,2.8838,2.7577,2.6333
10/15/2024,3.1921,3.0785,3.0077,2.9546,2.8826,2.8776,2.8855,2.8913,2.9024,2.9111,2.9213,2.9325,2.9448,2.9597,2.9469,2.8476,2.7499
10/14/2024,3.2124,3.105,3.0345,2.9858,2.919,2.9132,2.9214,2.927,2.9353,2.9449,2.9551,2.9671,2.9806,2.9944,2.9799,2.878,2.7777
10/11/2024,3.2174,3.1125,3.048,3.0059,2.9463,2.935,2.9358,2.9379,2.9468,2.9546,2.9617,2.9698,2.9806,2.9946,2.9823,2.883,2.7853
10/10/2024,3.2458,3.16,3.0887,3.0381,2.9651,2.945,2.9354,2.933,2.9391,2.9476,2.9552,2.963,2.9728,2.9893,2.9777,2.8813,2.7864
10/9/2024,3.302,3.1809,3.0909,3.0245,2.9296,2.9055,2.9053,2.9078,2.9161,2.9244,2.932,2.9405,2.9518,2.9666,2.9573,2.8585,2.7612
10/8/2024,3.3021,3.1809,3.0909,3.0245,2.9295,2.9054,2.9051,2.9075,2.9157,2.9243,2.9319,2.9404,2.952,2.968,2.9573,2.8584,2.7612
10/7/2024,3.3122,3.162,3.0696,3.0205,2.9423,2.9133,2.9053,2.9034,2.9139,2.9217,2.9309,2.943,2.9547,2.9715,2.9601,2.8637,2.7689
10/4/2024,3.2512,3.0661,2.9482,2.8795,2.7763,2.7533,2.754,2.7612,2.7765,2.7923,2.8041,2.8181,2.8311,2.849,2.8436,2.7625,2.6827
10/3/2024,3.1971,3.0176,2.9087,2.8309,2.7123,2.6857,2.6851,2.6897,2.6994,2.7138,2.725,2.7374,2.7533,2.7688,2.7642,2.681,2.5993
10/2/2024,3.1972,3.019,2.9088,2.8309,2.7133,2.6884,2.687,2.6905,2.7013,2.7138,2.7259,2.7396,2.7537,2.7707,2.7642,2.6811,2.5992
10/1/2024,3.2257,3.0383,2.9199,2.8437,2.7356,2.7169,2.7244,2.7336,2.7466,2.762,2.7768,2.7882,2.8027,2.8205,2.8106,2.7296,2.65
9/30/2024,3.2257,3.0383,2.9198,2.8438,2.7357,2.7167,2.7238,2.7337,2.7467,2.7621,2.7769,2.7883,2.8027,2.8201,2.8106,2.7296,2.65
9/27/2024,3.2308,3.0459,2.924,2.8498,2.7461,2.7296,2.7366,2.7492,2.7601,2.7719,2.7848,2.7963,2.8105,2.8289,2.8204,2.7369,2.655
9/26/2024,3.2174,3.0411,2.9099,2.8419,2.7425,2.7242,2.7355,2.7471,2.7592,2.7721,2.7849,2.7965,2.8104,2.8279,2.8181,2.7372,2.6575
9/25/2024,3.2375,3.0637,2.9288,2.8565,2.7502,2.7281,2.7356,2.7453,2.7533,2.7669,2.7792,2.7898,2.8051,2.8211,2.8105,2.7295,2.65
9/24/2024,3.2467,3.1082,2.9766,2.9016,2.7894,2.7624,2.7692,2.7764,2.7835,2.7951,2.8079,2.8187,2.8308,2.8471,2.8282,2.7472,2.6675
9/23/2024,3.2678,3.1276,2.9956,2.912,2.7884,2.7588,2.7596,2.7636,2.7712,2.7851,2.7972,2.8069,2.8204,2.8348,2.818,2.7346,2.6524
9/20/2024,3.2793,3.1351,2.999,2.9057,2.767,2.7297,2.7261,2.7304,2.7403,2.754,2.7662,2.7753,2.7875,2.8042,2.7872,2.6989,2.6119
9/19/2024,3.2879,3.1539,3.0206,2.9206,2.7689,2.7248,2.7219,2.7229,2.7258,2.7358,2.7484,2.7587,2.7719,2.7861,2.7546,2.6739,2.5942
9/18/2024,3.2728,3.1502,3.0157,2.9168,2.7653,2.7164,2.7051,2.7013,2.7038,2.7129,2.7197,2.7289,2.7408,2.7548,2.7313,2.6457,2.5613
9/17/2024,3.2728,3.1502,3.0157,2.9171,2.7657,2.7165,2.7052,2.7014,2.7038,2.7144,2.7235,2.729,2.7409,2.7548,2.7313,2.6458,2.5614
9/16/2024,3.2729,3.1502,3.0157,2.9171,2.7657,2.7164,2.7052,2.7014,2.7038,2.7129,2.7197,2.729,2.7412,2.7571,2.7313,2.6458,2.5614
9/13/2024,3.2729,3.1502,3.0157,2.917,2.7657,2.7164,2.7051,2.7014,2.7038,2.7129,2.7197,2.7289,2.7412,2.7571,2.7313,2.6457,2.5613
9/12/2024,3.3335,3.1866,3.0539,2.9631,2.8221,2.7719,2.758,2.7531,2.7553,2.7618,2.7706,2.7758,2.7874,2.7998,2.7709,2.6629,2.5564
9/11/2024,3.2831,3.1489,3.019,2.9262,2.7829,2.7319,2.7129,2.7066,2.7132,2.7269,2.7397,2.7457,2.7596,2.7754,2.7638,2.7002,2.6375
9/10/2024,3.2831,3.1565,3.0391,2.9571,2.8307,2.7852,2.7703,2.7678,2.7751,2.7859,2.7979,2.8075,2.8214,2.8385,2.8275,2.7637,2.7007
9/9/2024,3.2881,3.164,3.0424,2.9628,2.8391,2.7949,2.7837,2.7813,2.7897,2.8009,2.8119,2.823,2.8368,2.8538,2.8429,2.7815,2.7209
9/6/2024,3.2743,3.149,3.0304,2.9472,2.8176,2.7692,2.752,2.7449,2.7527,2.7606,2.7732,2.7784,2.7906,2.808,2.7996,2.7384,2.6779
9/5/2024,3.273,3.1771,3.0686,2.9851,2.855,2.8062,2.7904,2.788,2.7933,2.8033,2.8129,2.8211,2.8342,2.8512,2.8404,2.779,2.7183
9/4/2024,3.2881,3.1865,3.0798,3.0018,2.8763,2.8234,2.8075,2.803,2.8071,2.8188,2.8283,2.8354,2.847,2.8639,2.8531,2.7916,2.7309
9/3/2024,3.3083,3.2053,3.1025,3.0343,2.9278,2.8877,2.8775,2.8767,2.8809,2.8934,2.9026,2.9149,2.9267,2.9433,2.9319,2.8677,2.8043
9/2/2024,3.3093,3.2078,3.1058,3.0415,2.9403,2.8992,2.886,2.8878,2.8935,2.9042,2.9148,2.9249,2.9367,2.9535,2.9446,2.8828,2.8218
8/30/2024,3.2855,3.189,3.0857,3.0167,2.9075,2.866,2.8586,2.8599,2.8682,2.8783,2.889,2.8991,2.911,2.9279,2.914,2.8524,2.7915
8/29/2024,3.2993,3.197,3.092,3.0189,2.9035,2.8608,2.8553,2.8586,2.8648,2.8789,2.892,2.9051,2.9183,2.9326,2.9192,2.8575,2.7965
8/28/2024,3.288,3.1796,3.0775,3.0003,2.8802,2.8401,2.8396,2.8465,2.856,2.8682,2.8818,2.8957,2.9081,2.9236,2.9088,2.8472,2.7864
8/27/2024,3.3194,3.2099,3.1043,3.0285,2.9119,2.8735,2.8741,2.8804,2.8891,2.9027,2.9162,2.9254,2.9388,2.9536,2.9423,2.8855,2.8293
8/26/2024,3.3144,3.196,3.0842,3.0013,2.8717,2.8207,2.8101,2.8106,2.8147,2.8257,2.8353,2.8478,2.8605,2.882,2.8734,2.8119,2.7511
8/23/2024,3.3345,3.2188,3.1077,3.0334,2.913,2.8593,2.8477,2.8463,2.853,2.8634,2.8759,2.8858,2.897,2.9223,2.9167,2.8575,2.7991
8/22/2024,3.2988,3.1916,3.092,3.0174,2.8972,2.8437,2.8312,2.8321,2.8387,2.8492,2.8601,2.871,2.8838,2.9076,2.9014,2.8448,2.7888
8/21/2024,3.3215,3.2288,3.1211,3.0483,2.9322,2.8763,2.8596,2.8547,2.8568,2.8643,2.873,2.8822,2.8914,2.9153,2.9091,2.8525,2.7965
8/20/2024,3.3345,3.2301,3.1252,3.05,2.9266,2.8682,2.8507,2.8455,2.8497,2.8575,2.8674,2.8747,2.8841,2.9088,2.9017,2.845,2.789
8/19/2024,3.3144,3.2037,3.105,3.0256,2.898,2.8414,2.8253,2.8186,2.8221,2.8303,2.8375,2.8478,2.8608,2.8848,2.8788,2.8222,2.7663
8/16/2024,3.3094,3.2037,3.0977,3.0164,2.8886,2.8361,2.82,2.8132,2.8165,2.8257,2.8353,2.8465,2.8559,2.8809,2.8762,2.8196,2.7638
8/15/2024,3.2939,3.1754,3.0753,2.9833,2.841,2.79,2.7806,2.7784,2.7859,2.7957,2.8067,2.8172,2.8304,2.8543,2.8483,2.7918,2.736
8/14/2024,3.2939,3.1755,3.0768,2.9841,2.8411,2.7892,2.7789,2.7767,2.7818,2.7956,2.8079,2.8209,2.8305,2.8544,2.8483,2.7918,2.736
8/13/2024,3.2794,3.1724,3.0677,2.9883,2.8646,2.8182,2.8083,2.8074,2.8144,2.8271,2.8386,2.8513,2.864,2.8871,2.8741,2.8175,2.7614
8/12/2024,3.3246,3.1915,3.0886,3.0108,2.8929,2.8529,2.8423,2.8385,2.8456,2.8569,2.8683,2.881,2.8929,2.9153,2.9053,2.8484,2.7921
8/9/2024,3.2895,3.1675,3.061,2.991,2.8845,2.8508,2.8494,2.8496,2.8553,2.8722,2.8832,2.8955,2.9084,2.9323,2.9203,2.8634,2.8072
8/8/2024,3.2534,3.1288,3.0224,2.9584,2.8639,2.8386,2.8386,2.8439,2.8532,2.862,2.8754,2.8889,2.903,2.926,2.915,2.8581,2.802
8/7/2024,3.2568,3.151,3.0476,2.9859,2.892,2.8547,2.846,2.8465,2.8508,2.8648,2.8777,2.89,2.9029,2.9255,2.91,2.8532,2.797
8/6/2024,3.2795,3.1675,3.0611,3.0011,2.903,2.858,2.8462,2.8446,2.8538,2.8632,2.8775,2.8888,2.9032,2.9257,2.9102,2.8533,2.7971
8/5/2024,3.1791,3.0685,2.9571,2.8918,2.7853,2.7382,2.7307,2.7296,2.7392,2.7557,2.769,2.7818,2.7971,2.8174,2.8053,2.744,2.6832
8/2/2024,3.3496,3.2351,3.1314,3.0423,2.9019,2.8423,2.82,2.8095,2.8133,2.8249,2.8354,2.8465,2.8614,2.8831,2.8686,2.8045,2.7412
8/1/2024,3.3754,3.2531,3.163,3.0813,2.9489,2.8875,2.867,2.8575,2.8594,2.8708,2.8814,2.8919,2.9045,2.9246,2.9063,2.8422,2.7789
7/31/2024,3.3709,3.2621,3.1747,3.0997,2.9805,2.9249,2.9096,2.9032,2.9079,2.9214,2.9286,2.9422,2.9577,2.9734,2.9523,2.888,2.8244
7/30/2024,3.3394,3.2314,3.1479,3.078,2.9653,2.9146,2.9004,2.8927,2.8975,2.9124,2.9234,2.9357,2.9482,2.9683,2.9471,2.8828,2.8194
7/29/2024,3.3203,3.2168,3.1311,3.0572,2.9399,2.8924,2.8814,2.8731,2.8803,2.8924,2.905,2.9169,2.9301,2.95,2.9288,2.8572,2.7865
7/26/2024,3.366,3.2507,3.1747,3.1006,2.9849,2.9432,2.9382,2.9329,2.9386,2.9521,2.9641,2.9751,2.9892,3.0089,2.9872,2.9129,2.8396
7/25/2024,3.344,3.2513,3.1728,3.0974,2.983,2.9472,2.9448,2.9459,2.9544,2.9688,2.9797,2.9925,3.0068,3.0263,3.0047,2.9304,2.8571
7/24/2024,3.3909,3.2834,3.2028,3.1274,3.015,2.976,2.9684,2.9671,2.9732,2.9849,2.9955,3.0069,3.0174,3.0374,3.0121,2.9303,2.8497
7/23/2024,3.3895,3.3009,3.2282,3.1621,3.0593,3.0204,3.0111,3.0116,3.0186,3.0311,3.0412,3.0517,3.0632,3.0818,3.0516,2.9523,2.8545
7/22/2024,3.4046,3.3047,3.2215,3.152,3.0435,3.0013,2.9909,2.9879,2.9943,3.0051,3.0151,3.0252,3.0373,3.0553,3.0261,2.9269,2.8292
7/19/2024,3.4096,3.3085,3.2302,3.1619,3.0548,3.0114,2.9981,2.9939,3.0022,3.0129,3.0229,3.033,3.0452,3.0641,3.0361,2.937,2.8392
7/18/2024,3.3954,3.2917,3.2138,3.1432,3.0335,2.9915,2.9782,2.9715,2.9782,2.9886,2.9971,3.0069,3.0194,3.0383,3.0104,2.9114,2.8138
7/17/2024,3.4059,3.2832,3.2019,3.1326,3.0261,2.985,2.9789,2.9766,2.9837,2.994,3.0045,3.0154,3.0268,3.0469,3.0203,2.9189,2.8188
7/16/2024,3.3643,3.2478,3.1744,3.106,3.0008,2.9676,2.9691,2.9704,2.978,2.9909,3.0018,3.0146,3.0287,3.0464,3.0177,2.9162,2.8161
7/15/2024,3.3895,3.2794,3.2147,3.1507,3.0503,3.013,3.0106,3.0132,3.0203,3.0322,3.0405,3.0521,3.067,3.0818,3.0561,2.9545,2.8542
7/12/2024,3.3844,3.2931,3.2414,3.1751,3.0706,3.0303,3.0228,3.0171,3.021,3.0292,3.0373,3.0475,3.0591,3.0748,3.048,2.9466,2.8465
7/11/2024,3.4261,3.3521,3.3072,3.25,3.1548,3.1076,3.0931,3.0847,3.087,3.0937,3.101,3.1091,3.1207,3.136,3.1085,2.9994,2.8918
7/10/2024,3.4755,3.3536,3.2917,3.2201,3.1095,3.0643,3.0536,3.0483,3.0512,3.0611,3.0695,3.0765,3.0897,3.1037,3.0783,2.9692,2.8616
7/9/2024,3.4496,3.3409,3.2816,3.2111,3.1024,3.0645,3.0552,3.0488,3.0534,3.0607,3.0706,3.0807,3.0921,3.1072,3.0831,2.9716,2.8615
7/8/2024,3.4107,3.3146,3.256,3.1942,3.1,3.0671,3.0557,3.05,3.0538,3.0613,3.0683,3.0802,3.0909,3.102,3.0806,2.974,2.8689
7/5/2024,3.4044,3.3094,3.2547,3.197,3.1108,3.0786,3.0687,3.066,3.0697,3.0777,3.085,3.094,3.1069,3.12,3.0977,2.9838,2.8715
7/4/2024,3.3795,3.3022,3.2427,3.1913,3.1138,3.0838,3.0776,3.076,3.0796,3.0862,3.0969,3.1038,3.115,3.1323,3.1101,2.9962,2.8838
7/3/2024,3.4012,3.3269,3.2748,3.224,3.1488,3.1182,3.1138,3.1129,3.1163,3.1234,3.1294,3.1393,3.1504,3.1647,3.146,3.0319,2.9195
7/2/2024,3.3945,3.3485,3.2929,3.2371,3.1554,3.1238,3.1193,3.1202,3.1248,3.131,3.1388,3.1488,3.1601,3.1745,3.1529,3.0364,2.9217
7/1/2024,3.4595,3.4036,3.3585,3.3046,3.2191,3.1821,3.1694,3.163,3.1609,3.165,3.1715,3.1774,3.186,3.2012,3.1785,3.0619,2.9471
6/28/2024,3.4502,3.3922,3.3417,3.2823,3.1875,3.1444,3.1268,3.1183,3.1165,3.1201,3.1247,3.1303,3.1398,3.1551,3.1322,3.0134,2.8966
6/27/2024,3.4815,3.4216,3.3706,3.3119,3.2183,3.1766,3.16,3.1515,3.1489,3.1519,3.1528,3.1598,3.1724,3.1847,3.163,3.0465,2.9317
6/26/2024,3.4839,3.4145,3.3551,3.298,3.2056,3.1594,3.1447,3.136,3.1315,3.1345,3.1405,3.1395,3.1468,3.1576,3.1353,3.0189,2.9042
6/25/2024,3.4738,3.4032,3.3383,3.2817,3.1901,3.1485,3.1325,3.1216,3.1217,3.1252,3.1296,3.1339,3.1417,3.1525,3.1303,3.0138,2.8991
6/24/2024,3.4494,3.3805,3.3222,3.2688,3.1824,3.144,3.1305,3.1215,3.1216,3.1244,3.1272,3.1334,3.1437,3.1522,3.1273,3.0059,2.8865
6/21/2024,3.4385,3.3691,3.3014,3.2484,3.1604,3.1185,3.1024,3.0892,3.0877,3.0914,3.0962,3.1019,3.1103,3.1192,3.0963,2.9727,2.8511
6/20/2024,3.4571,3.4018,3.3369,3.2874,3.2035,3.1571,3.1362,3.123,3.1213,3.1248,3.1288,3.1326,3.141,3.1495,3.1244,3.0031,2.8837
6/19/2024,3.4334,3.388,3.3209,3.2637,3.1698,3.1174,3.0924,3.0785,3.0769,3.0803,3.0833,3.0883,3.095,3.1041,3.0793,2.963,2.8482
6/18/2024,3.494,3.441,3.3853,3.3294,3.2322,3.1763,3.1556,3.1448,3.1433,3.1452,3.1493,3.1579,3.1647,3.1758,3.1552,3.0287,2.9036
6/17/2024,3.512,3.4469,3.3877,3.3292,3.2295,3.1754,3.1546,3.145,3.1465,3.1521,3.154,3.1617,3.1697,3.1814,3.1651,3.0362,2.9086
6/14/2024,3.5506,3.4757,3.4159,3.3589,3.2613,3.2075,3.1852,3.1738,3.1736,3.1768,3.1815,3.1864,3.1928,3.2041,3.1855,3.0615,2.9389
6/13/2024,3.5598,3.5019,3.4407,3.3832,3.2887,3.2452,3.2312,3.224,3.2254,3.2291,3.2345,3.2373,3.2441,3.2562,3.2377,3.1012,2.9663
6/12/2024,3.5647,3.5092,3.4591,3.4054,3.3203,3.2797,3.2645,3.2566,3.2575,3.2595,3.2617,3.2661,3.2726,3.2826,3.2586,3.1169,2.9769
6/11/2024,3.5748,3.5243,3.4759,3.4294,3.3529,3.3151,3.3,3.2939,3.2957,3.2985,3.3005,3.3055,3.3137,3.324,3.3072,3.1653,3.025
6/10/2024,3.5697,3.5129,3.4705,3.4327,3.3701,3.3367,3.3206,3.3127,3.3151,3.3174,3.3215,3.3262,3.3319,3.3437,3.3252,3.1857,3.0479
6/7/2024,3.5748,3.4978,3.4389,3.3949,3.3212,3.2813,3.2621,3.2522,3.2547,3.2578,3.2624,3.2692,3.2775,3.2863,3.2665,3.1298,2.9949
6/6/2024,3.5796,3.5063,3.4651,3.4217,3.3514,3.3161,3.2983,3.2905,3.2918,3.2969,3.3031,3.3088,3.3138,3.3252,3.3072,3.1728,3.0402
6/5/2024,3.5796,3.5063,3.4651,3.4217,3.3514,3.3162,3.2995,3.2923,3.2926,3.2982,3.3008,3.3068,3.3137,3.3247,3.3072,3.1728,3.0401
6/4/2024,3.5849,3.5205,3.4826,3.4521,3.3991,3.3676,3.3533,3.3462,3.3464,3.3478,3.3499,3.3545,3.3602,3.3712,3.3506,3.2085,3.0681
6/3/2024,3.5898,3.5343,3.5093,3.4854,3.4432,3.4181,3.4102,3.4063,3.4053,3.4053,3.4088,3.4203,3.4431,3.4293,3.4094,3.272,3.1364
5/31/2024,3.605,3.5533,3.5261,3.5062,3.4715,3.4541,3.4553,3.4564,3.4557,3.4573,3.4606,3.4644,3.4704,3.4806,3.46,3.3226,3.187
5/30/2024,3.6,3.5477,3.5264,3.5009,3.4579,3.4383,3.4366,3.4359,3.4353,3.437,3.4403,3.4434,3.4476,3.4578,3.4376,3.3001,3.1644
5/29/2024,3.5898,3.5307,3.5093,3.4841,3.4379,3.4109,3.4058,3.4029,3.4009,3.4028,3.4063,3.4088,3.4116,3.4243,3.4039,3.2642,3.1263
5/28/2024,3.5748,3.5144,3.4898,3.4536,3.3928,3.3613,3.351,3.3471,3.3456,3.3471,3.3483,3.3499,3.3544,3.3656,3.3503,3.2107,3.073
5/27/2024,3.5598,3.5385,3.516,3.4778,3.414,3.3819,3.3721,3.366,3.3635,3.363,3.3648,3.3682,3.3726,3.3838,3.3683,3.2286,3.0908
5/24/2024,3.5749,3.5548,3.5262,3.4879,3.4228,3.3891,3.38,3.3726,3.3725,3.3746,3.3774,3.3789,3.3834,3.3959,3.381,3.2413,3.1036
5/23/2024,3.564,3.5423,3.519,3.4761,3.4023,3.3625,3.3486,3.3373,3.335,3.334,3.3344,3.3379,3.3399,3.3532,3.3374,3.1954,3.0554
5/22/2024,3.5752,3.5587,3.5396,3.4988,3.4286,3.3841,3.3625,3.3515,3.3502,3.3486,3.3516,3.3531,3.3568,3.3633,3.3453,3.2033,3.0631
5/21/2024,3.6151,3.5887,3.5631,3.5161,3.4347,3.3877,3.3686,3.3584,3.3546,3.3531,3.3548,3.3582,3.3623,3.3712,3.3554,3.2109,3.0682
5/20/2024,3.6201,3.5962,3.5631,3.5152,3.4326,3.3848,3.3652,3.3543,3.3539,3.3538,3.3575,3.3608,3.3649,3.3738,3.358,3.2134,3.0709
5/17/2024,3.6151,3.5849,3.553,3.4979,3.402,3.346,3.3251,3.3143,3.3128,3.3115,3.3134,3.317,3.3211,3.3302,3.3139,3.1647,3.0177
