Date,3m,6m,9m,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,30y
2024-08-07,3.2568,3.151,3.0476,2.9859000000000004,2.892,2.8547,2.846,2.8464999999999994,2.8508,2.8648,2.8777000000000004,2.8900000000000006,2.9028999999999994,2.9255,2.91,2.8532,2.797
2024-08-06,3.2795,3.1675000000000004,3.0611000000000006,3.0011,2.903,2.8579999999999997,2.8462,2.8445999999999994,2.8538000000000006,2.8631999999999995,2.8775000000000004,2.8888,2.9032,2.9257,2.9101999999999997,2.8533,2.7971
2024-08-05,3.1791,3.0685,2.9571,2.8918,2.7853,2.7381999999999995,2.7307,2.7296,2.7392,2.7557,2.769,2.7818,2.7971,2.8174,2.8053,2.744,2.6832
2024-08-02,3.3496,3.2351,3.1314,3.0423000000000004,2.9019,2.8423,2.82,2.8095,2.8133000000000004,2.8249,2.8353999999999995,2.8465,2.8614,2.8831,2.8686,2.8045,2.7412
2024-08-01,3.3754,3.2531,3.163,3.0813,2.9489,2.8875000000000006,2.8670000000000004,2.8574999999999995,2.8594,2.8708000000000005,2.8814000000000006,2.8919000000000006,2.9044999999999996,2.9246,2.9063,2.8422000000000005,2.7789
2024-07-31,3.3709,3.2621,3.1746999999999996,3.0997,2.9804999999999997,2.9249,2.9096000000000006,2.9032,2.9079000000000006,2.9214,2.9286000000000003,2.9422,2.9577000000000004,2.9734,2.9523,2.888,2.8244
2024-07-30,3.3394,3.2314,3.1479,3.0779999999999994,2.9653,2.9146,2.9004,2.8927,2.8974999999999995,2.9124,2.9234,2.9357,2.9482,2.9683,2.9470999999999994,2.8828,2.8194
2024-07-29,3.3203,3.2168,3.1311,3.0572000000000004,2.9399,2.8924,2.8814,2.8730999999999995,2.8803,2.8924,2.905,2.9168999999999996,2.9301,2.9500000000000006,2.9288,2.8572,2.7865
2024-07-26,3.366,3.2507,3.1746999999999996,3.1006,2.9848999999999997,2.9431999999999996,2.9382,2.9329,2.9385999999999997,2.9521,2.9641000000000006,2.9751000000000003,2.9892000000000003,3.0089,2.9872,2.9129,2.8396
2024-07-25,3.344,3.2512999999999996,3.1727999999999996,3.0974,2.983,2.9472,2.9448,2.9459,2.9544000000000006,2.9688,2.9797,2.9925,3.0068,3.0263000000000004,3.0047,2.9304000000000006,2.8571
2024-07-24,3.3909,3.2834,3.2028,3.1274,3.015,2.9759999999999995,2.9684000000000004,2.9671000000000003,2.9732,2.9849000000000006,2.9955,3.0069000000000004,3.0174,3.0374,3.0121,2.9303,2.8497
2024-07-23,3.3895,3.3008999999999995,3.2282,3.1621,3.0592999999999995,3.0204,3.0111000000000003,3.0115999999999996,3.0186000000000006,3.0311,3.0412000000000003,3.0517,3.0631999999999997,3.0818,3.0516,2.9522999999999997,2.8545
2024-07-22,3.4046,3.3047,3.2215,3.1520000000000006,3.0435,3.0013,2.9909,2.9879,2.9943,3.0051000000000005,3.0151,3.0252,3.0373,3.0552999999999995,3.0260999999999996,2.9268999999999994,2.8292
2024-07-19,3.4096,3.3085,3.2301999999999995,3.1619000000000006,3.0548,3.0113999999999996,2.9981000000000004,2.9939,3.0022000000000006,3.0129,3.0229,3.033,3.0451999999999995,3.0641,3.0360999999999994,2.9370000000000003,2.8392
2024-07-18,3.3954,3.2917000000000005,3.2138000000000004,3.1432000000000007,3.0335,2.9915,2.9782,2.9715,2.9782,2.9886000000000004,2.9971000000000005,3.0069,3.0193999999999996,3.0383,3.0104,2.9113999999999995,2.8138
2024-07-17,3.4059,3.2832,3.2019,3.1326,3.0260999999999996,2.9849999999999994,2.9789,2.9766,2.9837000000000002,2.9940000000000007,3.0045,3.0154,3.0268,3.0469,3.0203,2.9189000000000003,2.8188
2024-07-16,3.3643,3.2478,3.1743999999999994,3.106,3.0007999999999995,2.9675999999999996,2.9691,2.9704,2.978,2.9909,3.0018000000000002,3.0146,3.0287,3.0463999999999998,3.0177,2.9162,2.8161
2024-07-15,3.3895,3.2794000000000003,3.2146999999999997,3.1507,3.0503,3.013,3.0106000000000006,3.0132,3.0203,3.0322,3.0405,3.0521,3.067,3.0818,3.0560999999999994,2.9545000000000003,2.8542
2024-07-12,3.3844,3.2931000000000004,3.2414,3.1751,3.0705999999999998,3.0302999999999995,3.0228,3.0170999999999997,3.021,3.0292,3.0373,3.0475,3.0591,3.0748,3.0479999999999996,2.9466000000000006,2.8465
2024-07-11,3.4261,3.3521,3.3072000000000004,3.25,3.1548,3.1075999999999997,3.0931,3.0847000000000007,3.0869999999999997,3.0937000000000006,3.1010000000000004,3.1091,3.1206999999999994,3.1360000000000006,3.1085,2.9994000000000005,2.8918
2024-07-10,3.4755,3.3536,3.2917000000000005,3.2201,3.1095,3.0642999999999994,3.0536000000000003,3.0483,3.0512,3.0611,3.0695,3.0765,3.0896999999999997,3.1037,3.0782999999999996,2.9692000000000003,2.8616
